iter	Logloss
249	0.406288791
250	0.406188916
251	0.4061433833
252	0.4060585784
253	0.4059659288
254	0.4058735195
255	0.4057419971
256	0.4056197337
257	0.4054892759
258	0.4054555008
259	0.4053671805
260	0.4052994955
261	0.4052135437
262	0.4051350537
263	0.4050095364
264	0.4049363707
265	0.4049111451
266	0.4048438722
267	0.4047313862
268	0.404665506
269	0.404492757
270	0.4044093323
271	0.4042924124
272	0.4041486533
273	0.4040235858
274	0.40390796
275	0.403810955
276	0.4037003623
277	0.4036323121
278	0.4035015252
279	0.4033610677
280	0.4033060509
281	0.4032093117
282	0.4030926049
283	0.4030106703
284	0.4028996379
285	0.402814323
286	0.4027830077
287	0.4027760303
288	0.4027118624
289	0.4026841468
290	0.4026456674
291	0.4025430806
292	0.4024549401
293	0.4023832493
294	0.4022961402
295	0.4022254279
296	0.4021025047
297	0.4019906662
298	0.4019606768
299	0.4019199973
300	0.4018226464
301	0.4016978675
302	0.4016202297
303	0.4015349133
304	0.4014871655
305	0.4014273319
306	0.401335319
307	0.4012066018
308	0.4011079201
309	0.4010441602
310	0.4009807087
311	0.4009369357
312	0.4008908053
313	0.4008276476
314	0.4007751715
315	0.4006487885
316	0.4005086955
317	0.4004325888
318	0.400316796
319	0.4002528083
320	0.4001533117
321	0.4000127197
322	0.3999796354
323	0.3998951446
324	0.3997802443
325	0.3997557628
326	0.3996939464
327	0.3996216393
328	0.3995665605
329	0.3994884378
330	0.3994285172
331	0.3993582844
332	0.3992687513
333	0.3992127976
334	0.3991295677
335	0.3990529481
336	0.3990091543
337	0.3989145485
338	0.3988211004
339	0.3987183071
340	0.3986243084
341	0.3985856324
342	0.3985668727
343	0.3985479394
344	0.3984599816
345	0.3984033936
346	0.3983703425
347	0.3983220721
348	0.3982511181
349	0.3981833492
350	0.3981400828
351	0.398038375
352	0.3979942117
353	0.3979656804
354	0.3979326732
355	0.3978574838
356	0.39773154
357	0.3976590732
358	0.3975886721
359	0.3975849284
360	0.397568717
361	0.3975508618
362	0.3975328619
363	0.3974642534
364	0.3974610891
365	0.3973906487
366	0.3973044972
367	0.3972764612
368	0.397250509
369	0.3971532443
370	0.3971042562
371	0.3970064531
372	0.3969126617
373	0.3968462269
374	0.3968003106
375	0.3967311509
376	0.3966873878
377	0.3966345032
378	0.3965737823
379	0.3964885854
380	0.3964274268
381	0.396392418
382	0.3963516618
383	0.3962871281
384	0.3962054012
385	0.396176819
386	0.3960955225
387	0.3960182667
388	0.3959973845
389	0.3959832206
390	0.3959489229
391	0.3958973368
392	0.3958043445
393	0.3957494387
394	0.3957036091
395	0.3955857152
396	0.3955289628
397	0.3954816007
398	0.39544976
399	0.3953496478
400	0.3952898241
401	0.3952681453
402	0.3952238386
403	0.3951549327
404	0.3951501259
405	0.3951252771
406	0.3950658824
407	0.3949907995
408	0.3949295702
409	0.3949114893
410	0.3948950843
411	0.3948268758
412	0.3947746357
413	0.3946978282
414	0.3946599413
415	0.3946322262
416	0.3946131365
417	0.3945667126
418	0.3945572748
419	0.394486244
420	0.394450672
421	0.3943925188
422	0.3943441565
423	0.3943411049
424	0.394334102
425	0.394305509
426	0.3942089467
427	0.3941441283
428	0.3940775449
429	0.394057152
430	0.3940267769
431	0.3939882163
432	0.3939257126
433	0.3938915862
434	0.3938222582
435	0.3937600567
436	0.3937323079
437	0.39372637
438	0.3936377328
439	0.3935430017
440	0.3935331788
441	0.3934535578
442	0.3933813006
443	0.3933546036
444	0.39332334
445	0.3932956362
446	0.3932447224
447	0.3931901362
448	0.3931014805
449	0.393083906
450	0.3930069303
451	0.3929528838
452	0.3928573435
453	0.3928091271
454	0.3927778727
455	0.3927446022
456	0.3926945154
457	0.3926496385
458	0.3926364446
459	0.3925905208
460	0.3925460541
461	0.3925163308
462	0.3924610978
463	0.3924227757
464	0.3923268871
465	0.3922487164
466	0.3921862323
467	0.392164833
468	0.3921641956
469	0.3921475978
470	0.3920477388
471	0.3920303173
472	0.3919922762
473	0.3919675815
474	0.3918765899
475	0.3918740338
476	0.3918025761
477	0.3918023732
478	0.3917740709
479	0.3917393177
480	0.3916849836
481	0.3916309296
482	0.391614846
483	0.3915882142
484	0.3915789771
485	0.3915740033
486	0.3915625239
487	0.3915407351
488	0.3914361921
489	0.3914071156
490	0.3913767724
491	0.3913616597
492	0.3912482669
493	0.3912167202
494	0.3911701318
495	0.3911188259
496	0.3910417764
497	0.3910189552
498	0.3909600505
499	0.3909031027
500	0.3908996435
501	0.3908524485
502	0.3907701718
503	0.3907555446
504	0.3907555437
505	0.3907441706
506	0.3907395341
507	0.3907133118
508	0.3907034655
509	0.3906921333
510	0.3906333387
511	0.3906285423
512	0.3906210616
513	0.3905472689
514	0.3904492212
515	0.3903815091
516	0.3903513939
517	0.3903090978
518	0.3902811025
519	0.3902218782
520	0.3901941062
521	0.3901275522
522	0.3901264337
523	0.3900330489
524	0.3900061455
525	0.3899999384
526	0.3899730618
527	0.3899232796
528	0.3898902543
529	0.3898809124
530	0.3898645451
531	0.3898064071
532	0.3897978346
533	0.3897738884
534	0.3897172191
535	0.3896398845
536	0.3895825838
537	0.3895825814
538	0.3895494122
539	0.3894893154
540	0.3894373633
541	0.3894202747
542	0.3893976101
543	0.3893975953
544	0.3893975944
545	0.3893909581
546	0.3893885805
547	0.3893605123
548	0.3893158913
549	0.3892705229
550	0.38923332
551	0.3891935627
552	0.3891868687
553	0.3891852662
554	0.389156096
555	0.3891048003
556	0.3890493844
557	0.3890163914
558	0.388978692
559	0.3889607738
560	0.3889068333
561	0.38889168
562	0.388887233
563	0.3888671012
564	0.3888458015
565	0.3888276546
566	0.3887993198
567	0.388745499
568	0.3887180291
569	0.3887170892
570	0.3887143998
571	0.3886687995
572	0.3886190533
573	0.3885259596
574	0.3884752369
575	0.3884748286
576	0.3884441199
577	0.3883938758
578	0.3883517222
579	0.3883464042
580	0.3883248528
581	0.3883044142
582	0.3882475921
583	0.3882245476
584	0.3881684851
585	0.3881311628
586	0.3881253528
587	0.3880972227
588	0.3880669759
589	0.3880531926
590	0.3880200596
591	0.3880013023
592	0.3879827623
593	0.3879223726
594	0.3879069745
595	0.3878354947
596	0.3878220285
597	0.387805647
598	0.3877880718
599	0.3877825811
600	0.3877473436
601	0.3877473406
602	0.3877430818
603	0.387679999
604	0.3876588618
605	0.3876126774
606	0.3876111736
607	0.3875444695
608	0.3875358753
609	0.3875310676
610	0.3874833557
611	0.3874826104
612	0.3874629057
613	0.3874629006
614	0.387403821
615	0.3873998003
616	0.3873752244
617	0.387284626
618	0.3872481355
619	0.3872432714
620	0.3872431365
621	0.3871782222
622	0.3870594229
623	0.3870537179
624	0.3870152415
625	0.386981637
626	0.3869684354
627	0.3869663954
628	0.3869273658
629	0.386842648
630	0.3867884841
631	0.3867667451
632	0.3866964646
633	0.3866544869
634	0.3866096018
635	0.3866058449
636	0.3865939214
637	0.3865852943
638	0.386559992
639	0.3864471836
640	0.3863879256
641	0.3863651988
642	0.3863150967
643	0.3862890185
644	0.3862183413
645	0.3862110134
646	0.3861628414
647	0.3861409658
648	0.386113014
649	0.3861122975
650	0.3861011074
651	0.386074616
652	0.3860576932
653	0.3860338916
654	0.386030169
655	0.386004023
656	0.3859941361
657	0.3859910046
658	0.3859217613
659	0.3859004147
660	0.385786633
661	0.385729428
662	0.3856613143
663	0.3856397527
664	0.3856397522
665	0.3856332039
666	0.385588205
667	0.385561807
668	0.385535564
669	0.3855078074
670	0.3854728965
671	0.3854706159
672	0.3854615746
673	0.3854454292
674	0.3854407282
675	0.385353904
676	0.3853320864
677	0.3852794173
678	0.385266246
679	0.3852588401
680	0.3852157281
681	0.3851987385
682	0.385198513
683	0.3851773288
684	0.38515775
685	0.3851068716
686	0.3850986185
687	0.3850681773
688	0.3849967087
689	0.3849882355
690	0.3849763188
691	0.3849681519
692	0.3849535017
693	0.3848851092
694	0.3847970651
695	0.3847501839
696	0.3847168933
697	0.3846960342
698	0.3846717803
699	0.3846327058
700	0.384619123
701	0.3845845372
702	0.3845772262
703	0.3845737944
704	0.3845429353
705	0.38448856
706	0.3844371302
707	0.3844366192
708	0.3844033894
709	0.3843881243
710	0.3843769689
711	0.3843733762
712	0.3843720991
713	0.3843517076
714	0.3843301038
715	0.3842827749
716	0.3842824345
717	0.3842530263
718	0.384192771
719	0.384172136
720	0.3841259797
721	0.384112639
722	0.3840518161
723	0.3840469518
724	0.3840244714
725	0.3839925212
726	0.3839521853
727	0.3839490564
728	0.3839300067
729	0.3839058944
730	0.3838339568
731	0.3838226062
732	0.3837851402
733	0.3837744274
734	0.3837615484
735	0.3837363655
736	0.3836928713
737	0.3836653805
738	0.3836483729
739	0.3836382829
740	0.3836362131
741	0.3836019308
742	0.3835399043
743	0.3835051504
744	0.383423725
745	0.3834123199
746	0.3833814149
747	0.3833030327
748	0.3832987007
749	0.3832503363
750	0.3832498109
751	0.3832216151
752	0.3831607049
753	0.3831483004
754	0.3831081902
755	0.3830978757
756	0.3830867462
757	0.3830698691
758	0.3830697291
759	0.3830523839
760	0.3830489707
761	0.3830434442
762	0.3830134805
763	0.3829663289
764	0.3829408229
765	0.3829148412
766	0.3829046403
767	0.3828633973
768	0.3828430916
769	0.3827923091
770	0.3827732354
771	0.3827300373
772	0.38271206
773	0.3827009803
774	0.3826528574
775	0.3826369045
776	0.3825718277
777	0.3825342859
778	0.3825224347
779	0.3825097112
780	0.3824995984
781	0.3824338976
782	0.3824270837
783	0.3824212847
784	0.3823994674
785	0.3823378427
786	0.3823052056
787	0.3822675615
788	0.382263404
789	0.3822580124
790	0.3822376965
791	0.3821665919
792	0.3821376127
793	0.3821350441
794	0.3821116568
795	0.3820992514
796	0.3820922074
797	0.3820869814
798	0.382069433
799	0.3820646396
800	0.3820088001
801	0.3820045997
802	0.3819651481
803	0.3819389374
804	0.3818469675
805	0.3818332725
806	0.3818178885
807	0.3818033224
808	0.3817386779
809	0.3817104156
810	0.3816880018
811	0.3816627205
812	0.3816334672
813	0.3816197409
814	0.381586743
815	0.3815487537
816	0.3815376654
817	0.3815126514
818	0.3814482603
819	0.3814326797
820	0.3813813442
821	0.3813669308
822	0.3813225129
823	0.3813154727
824	0.3813021203
825	0.381291044
826	0.3812447395
827	0.3812376129
828	0.3811887537
829	0.3811546031
830	0.3811242678
831	0.3810791638
832	0.3810249177
833	0.3809915199
834	0.3809743691
835	0.3809450355
836	0.3808944253
837	0.3808927572
838	0.3808511572
839	0.3808156701
840	0.3807984715
841	0.3807822739
842	0.3807066946
843	0.3806984317
844	0.3806486158
845	0.3806283634
846	0.3805756027
847	0.3805295765
848	0.3805101874
849	0.3804748603
850	0.3804247412
851	0.3803987669
852	0.380359664
853	0.3803127281
854	0.3802530558
855	0.3802382997
856	0.3801912121
857	0.3801646419
858	0.3801324331
859	0.3800943944
860	0.3800631548
861	0.3800139366
862	0.3799850771
863	0.3799684918
864	0.3799566248
865	0.3799374115
866	0.3799154782
867	0.3798546698
868	0.3798248358
869	0.3797259323
870	0.3797120358
871	0.3797065318
872	0.3796748025
873	0.3796082411
874	0.3796009767
875	0.3795264625
876	0.3794587026
877	0.3793947542
878	0.3793712915
879	0.3792863904
880	0.3792179353
881	0.3791869128
882	0.379185184
883	0.3791182614
884	0.3790801125
885	0.3790314049
886	0.378954415
887	0.3789136133
888	0.3788820399
889	0.3788704747
890	0.3788128729
891	0.3788074593
892	0.3788033374
893	0.3787813537
894	0.37874119
895	0.3787002224
896	0.3786282689
897	0.3786207959
898	0.3785888408
899	0.3785594924
900	0.3785576725
901	0.3785409522
902	0.3785208458
903	0.3785034292
904	0.3784873744
905	0.3784312636
906	0.378425028
907	0.3784018769
908	0.3783672699
909	0.3783049871
910	0.3782624322
911	0.3781828022
912	0.3781215339
913	0.3780638031
914	0.3779957473
915	0.377992417
916	0.3779275288
917	0.377865717
918	0.3778278369
919	0.3777907619
920	0.3777679296
921	0.3777033309
922	0.3776762738
923	0.3776161723
924	0.377562425
925	0.3775264585
926	0.3775181331
927	0.377517098
928	0.3774730403
929	0.3774636633
930	0.3773862109
931	0.3773146285
932	0.3772484411
933	0.3771720659
934	0.3771024917
935	0.3770764297
936	0.377019083
937	0.3769877825
938	0.3769349226
939	0.3769235011
940	0.3768855724
941	0.376831204
942	0.3768299705
943	0.3767864982
944	0.376765959
945	0.3767205946
946	0.3766417494
947	0.3765872602
948	0.3765570435
949	0.3764874454
950	0.3764010409
951	0.3763746122
952	0.3763263148
953	0.3762846483
954	0.3762371368
955	0.3762122667
956	0.3761409064
957	0.3761259558
958	0.3761229499
959	0.3760837792
960	0.376041734
961	0.3759850798
962	0.375961208
963	0.3759223169
964	0.3758607676
965	0.3758258627
966	0.3757757772
967	0.375707804
968	0.3756803026
969	0.375616498
970	0.3755699704
971	0.3755301515
972	0.3755153657
973	0.3754815202
974	0.3754757493
975	0.3754621412
976	0.3753650384
977	0.3753042122
978	0.3752330757
979	0.3751535294
980	0.375133324
981	0.3750707245
982	0.3750135761
983	0.3749625635
984	0.3749457951
985	0.3748315388
986	0.3748018675
987	0.3747532417
988	0.3747069312
989	0.3746874
990	0.3746458188
991	0.3745767269
992	0.3744905186
993	0.3744634624
994	0.3744284317
995	0.3744016734
996	0.3743731088
997	0.3743202129
998	0.3742852281
999	0.3742693858
1000	0.3742613355
1001	0.374238641
1002	0.37423417
1003	0.3741662092
1004	0.3741628258
1005	0.3741327426
1006	0.3741179667
1007	0.3741091838
1008	0.3740310183
1009	0.3739504804
1010	0.373903234
1011	0.3738526825
1012	0.3738015244
1013	0.3737792542
1014	0.3737065453
1015	0.3736471269
1016	0.3735922577
1017	0.3735704116
1018	0.3735365515
1019	0.3734644896
1020	0.3733829404
1021	0.3732903335
1022	0.3732340752
1023	0.373166297
1024	0.3731375949
1025	0.3731221892
1026	0.3731007781
1027	0.3730821185
1028	0.3730371956
1029	0.3729593553
1030	0.3729217315
1031	0.3728666106
1032	0.3728548549
1033	0.3727941197
1034	0.3727903371
1035	0.3727473513
1036	0.3727169827
1037	0.3726728101
1038	0.3725899996
1039	0.3725114798
1040	0.3724278478
1041	0.3723295931
1042	0.3722649782
1043	0.3722141771
1044	0.3721924485
1045	0.3721443183
1046	0.3721102971
1047	0.3720939046
1048	0.3720219064
1049	0.3719943747
1050	0.3718852865
1051	0.3718009412
1052	0.3717391114
1053	0.3716935775
1054	0.3716546379
1055	0.3716340526
1056	0.3715890618
1057	0.3715541986
1058	0.3715256309
1059	0.3714829491
1060	0.3714341968
1061	0.3713843368
1062	0.3713688187
1063	0.3713029924
1064	0.371277567
1065	0.3712488329
1066	0.371161892
1067	0.3711021801
1068	0.371091926
1069	0.3710290175
1070	0.3710140103
1071	0.3709400517
1072	0.3709049518
1073	0.3708983605
1074	0.3707816669
1075	0.3706912935
1076	0.3706747806
1077	0.3706295324
1078	0.3705964773
1079	0.3705261297
1080	0.3704692802
1081	0.3704023084
1082	0.3703820335
1083	0.3703120907
1084	0.3702889411
1085	0.3702703744
1086	0.3701971168
1087	0.3701588088
1088	0.3700739273
1089	0.370007497
1090	0.3699818836
1091	0.3699392879
1092	0.3699236591
1093	0.3698779738
1094	0.3698198747
1095	0.3697658659
1096	0.3697218587
1097	0.3696997857
1098	0.3696338477
1099	0.3696044832
1100	0.3695520967
1101	0.3694839006
1102	0.369410604
1103	0.3693424357
1104	0.3692976373
1105	0.3692649013
1106	0.3692592759
1107	0.369215724
1108	0.3691430798
1109	0.3690725425
1110	0.3690073211
1111	0.3689436563
1112	0.3688842595
1113	0.3688742614
1114	0.3687822771
1115	0.3687428753
1116	0.3687228486
1117	0.3686891351
1118	0.3686341075
1119	0.3685846714
1120	0.3685302203
1121	0.3685122777
1122	0.3684782465
1123	0.368466368
1124	0.3684127423
1125	0.3683797511
1126	0.3683751197
1127	0.3683337244
1128	0.3682837959
1129	0.3682178342
1130	0.3681629433
1131	0.3681037619
1132	0.3680388495
1133	0.3679868481
1134	0.3679320228
1135	0.3678547984
1136	0.3677903335
1137	0.3677417426
1138	0.3677146178
1139	0.3676807673
1140	0.3676551016
1141	0.3676449479
1142	0.3676045574
1143	0.3675576289
1144	0.3674946173
1145	0.3674279054
1146	0.3673949877
1147	0.3673657258
1148	0.3672621207
1149	0.367225663
1150	0.3671652895
1151	0.3670878398
1152	0.3670278111
1153	0.3669591081
1154	0.3669509545
1155	0.3669273997
1156	0.3668941288
1157	0.3668921587
1158	0.3668207927
1159	0.366756854
1160	0.3667075724
1161	0.3666657132
1162	0.3665934923
1163	0.3665296889
1164	0.3664823513
1165	0.3664078784
1166	0.3663319986
1167	0.3662924296
1168	0.3662261488
1169	0.3662205173
1170	0.3661730506
1171	0.3660901053
1172	0.3660537461
1173	0.3659966505
1174	0.3659356749
1175	0.3659336339
1176	0.36588766
1177	0.3658222298
1178	0.3657593136
1179	0.3656963298
1180	0.3656241156
1181	0.3656169986
1182	0.365566363
1183	0.3655610961
1184	0.3654975985
1185	0.3654317133
1186	0.3653961895
1187	0.365376145
1188	0.3653586505
1189	0.3652836356
1190	0.3651912466
1191	0.3651292553
1192	0.3650821425
1193	0.3650228951
1194	0.3649608598
1195	0.3648966897
1196	0.3647925554
1197	0.3647295351
1198	0.3647177372
1199	0.3646786665
1200	0.3646174
1201	0.3645557881
1202	0.3645215984
1203	0.3645048967
1204	0.3644223219
1205	0.364376355
1206	0.3643718842
1207	0.3643143444
1208	0.3642779148
1209	0.3642416637
1210	0.3641894771
1211	0.3641700684
1212	0.3641109983
1213	0.364052042
1214	0.3640286539
1215	0.3639864648
1216	0.3639376866
1217	0.3638870475
1218	0.3638629626
1219	0.3638320942
1220	0.3638217648
1221	0.363744233
1222	0.3636996222
1223	0.3636388099
1224	0.3636231067
1225	0.3635768392
1226	0.3635509895
1227	0.3634954697
1228	0.3634172218
1229	0.3633498337
1230	0.3633340404
1231	0.3632771704
1232	0.3632391495
1233	0.3632310898
1234	0.3632238744
1235	0.3631879316
1236	0.3631688111
1237	0.3631503144
1238	0.3631129255
1239	0.3631104155
1240	0.3630675035
1241	0.3630241899
1242	0.3629865365
1243	0.3629496072
1244	0.3629315157
1245	0.3628698551
1246	0.3628479155
1247	0.3628122749
1248	0.3627986816
1249	0.3627715913
1250	0.3627284257
1251	0.3626632113
1252	0.3626372778
1253	0.3626106295
1254	0.3625534908
1255	0.3625479811
1256	0.3624942631
1257	0.3624377567
1258	0.3623830992
1259	0.3623137003
1260	0.3622491225
1261	0.3622213247
1262	0.3622060878
1263	0.3621516828
1264	0.3621027455
1265	0.362044949
1266	0.3619744069
1267	0.3619353297
1268	0.3618638645
1269	0.3618091217
1270	0.361780107
1271	0.3617196307
1272	0.3616851003
1273	0.3616791092
1274	0.3616534256
1275	0.3616348995
1276	0.3615887585
1277	0.3615364054
1278	0.3614716405
1279	0.3613939366
1280	0.3613778467
1281	0.3613432089
1282	0.3613362016
1283	0.3612813916
1284	0.3612336436
1285	0.361214323
1286	0.3611773557
1287	0.3611315003
1288	0.3610624546
1289	0.3610101332
1290	0.3609521553
1291	0.3609183749
1292	0.3608757526
1293	0.3608462865
1294	0.3608234057
1295	0.3608132877
1296	0.3607895676
1297	0.3607447182
1298	0.3607283594
1299	0.3607190798
1300	0.3606752269
1301	0.3606241208
1302	0.3605886045
1303	0.3605573612
1304	0.3605445505
1305	0.3604899812
1306	0.3603897286
1307	0.36038066
1308	0.3603369522
1309	0.3603156264
1310	0.3602953505
1311	0.3602247591
1312	0.3601498955
1313	0.3601180011
1314	0.3600630798
1315	0.3600020807
1316	0.3599732182
1317	0.359905002
1318	0.3598829652
1319	0.3598304643
1320	0.3598180066
1321	0.3597947989
1322	0.3597495336
1323	0.3596872298
1324	0.3596597965
1325	0.3596472089
1326	0.3596123163
1327	0.3595766938
1328	0.3595125424
1329	0.3594863831
1330	0.3594411115
1331	0.3594061515
1332	0.3593465316
1333	0.359322503
1334	0.3592657273
1335	0.359191663
1336	0.3591397553
1337	0.3591211415
1338	0.3590813181
1339	0.3590575567
1340	0.3590519463
1341	0.3589915457
1342	0.3589177875
1343	0.358864655
1344	0.3587980745
1345	0.3587292414
1346	0.3586435952
1347	0.3586176226
1348	0.3585609209
1349	0.3585259396
1350	0.3584871856
1351	0.3584528774
1352	0.358446291
1353	0.3583873019
1354	0.3583530854
1355	0.3583047224
1356	0.3582512265
1357	0.3582184263
1358	0.3581535368
1359	0.3580732173
1360	0.3580110627
1361	0.3579967967
1362	0.357983161
1363	0.3579095628
1364	0.3578758378
1365	0.3578317378
1366	0.3577820179
1367	0.3577175972
1368	0.3576879281
1369	0.3576290766
1370	0.3575452344
1371	0.3574636012
1372	0.3573962265
1373	0.3573901206
1374	0.3573437686
1375	0.3573228786
1376	0.3572664836
1377	0.3572194344
1378	0.3571938956
1379	0.3571362025
1380	0.3571021705
1381	0.3570681875
1382	0.356996356
1383	0.3569723844
1384	0.3569473927
1385	0.3568839882
1386	0.3568293575
1387	0.356812922
1388	0.3567556158
1389	0.3567016796
1390	0.3566484432
1391	0.3566185857
1392	0.3565777132
1393	0.3565458224
1394	0.3564773519
1395	0.3564253934
1396	0.3564025268
1397	0.3563885033
1398	0.3563410704
1399	0.3563032312
1400	0.356232874
1401	0.3561830308
1402	0.3561605067
1403	0.3561219637
1404	0.3560636075
1405	0.3560568371
1406	0.3560050281
1407	0.3559681581
1408	0.3559404852
1409	0.3559131577
1410	0.355902125
1411	0.3558903125
1412	0.3558414231
1413	0.3558344524
1414	0.3557636267
1415	0.355743728
1416	0.3557383708
1417	0.3556912434
1418	0.3556505537
1419	0.3556008429
1420	0.3555209645
1421	0.3555059657
1422	0.3555056259
1423	0.3554426193
1424	0.355418111
1425	0.3553802146
1426	0.3553324101
1427	0.3553011819
1428	0.3552619929
1429	0.3551856654
1430	0.3551316203
1431	0.3550943239
1432	0.3550424425
1433	0.3550186162
1434	0.3549411068
1435	0.3549255592
1436	0.3548759789
1437	0.3548628524
1438	0.3548102895
1439	0.3547555946
1440	0.3547179412
1441	0.3547119303
1442	0.3546828007
1443	0.3546004789
1444	0.3545712828
1445	0.3545391763
1446	0.3545020623
1447	0.354489836
1448	0.3544488297
1449	0.3544371267
1450	0.3544022794
1451	0.354381413
1452	0.354313418
1453	0.3543000483
1454	0.3542463404
1455	0.3542134392
1456	0.3541806735
1457	0.3541048684
1458	0.3540450969
1459	0.3540051472
1460	0.3539385433
1461	0.3539164482
1462	0.3538504711
1463	0.3537683375
1464	0.3537147933
1465	0.3536937457
1466	0.3536541797
1467	0.353584305
1468	0.353559518
1469	0.3535342501
1470	0.353486902
1471	0.3534818062
1472	0.3534743691
1473	0.3534053686
1474	0.3533772778
1475	0.3533370634
1476	0.3533234384
1477	0.3532905667
1478	0.3532286932
1479	0.3532133898
1480	0.3531441832
1481	0.3531223997
1482	0.3531049165
1483	0.3530731052
1484	0.3530387935
1485	0.3530258913
1486	0.3530059509
1487	0.3529480069
1488	0.3528809711
1489	0.3528216632
1490	0.3528071678
1491	0.3527878531
1492	0.3527169803
1493	0.3526789794
1494	0.3526722423
1495	0.352630028
1496	0.3525599964
1497	0.3524981762
1498	0.3524865296
1499	0.3524034137
1500	0.3523937758
1501	0.3523489682
1502	0.352317424
1503	0.3522842544
1504	0.3522705916
1505	0.3522441626
1506	0.3522141681
1507	0.3521879181
1508	0.3521264774
1509	0.352093908
1510	0.3520518257
1511	0.3520381769
1512	0.352007724
